政黨,選舉類型,選舉區,姓名
無,村里長,澎湖縣望安鄉西坪村,陳福慶
無,村里長,澎湖縣望安鄉西坪村,陳森煌
無,村里長,澎湖縣望安鄉東吉村,高宏志
無,村里長,澎湖縣望安鄉東吉村,許金井
無,村里長,澎湖縣望安鄉花嶼村,王玉英
無,村里長,澎湖縣七美鄉東湖村,陳家輝
無,村里長,澎湖縣七美鄉東湖村,陳北川
無,村里長,澎湖縣七美鄉西湖村,呂汶駿
無,村里長,澎湖縣七美鄉西湖村,鄭春霞
無,村里長,澎湖縣七美鄉中和村,李清石
無,村里長,澎湖縣七美鄉中和村,夏宗德
無,村里長,澎湖縣七美鄉中和村,呂泳福
無,村里長,澎湖縣七美鄉中和村,許萬景
無,村里長,澎湖縣七美鄉平和村,陳吉財
無,村里長,澎湖縣七美鄉海豐村,顏鈺穎
無,村里長,澎湖縣七美鄉南港村,夏臨福
無,村里長,金門縣金城鎮東門里,蔡祥坤
無,村里長,金門縣金城鎮東門里,陳文貴
無,村里長,金門縣金城鎮東門里,洪勇銓
無,村里長,金門縣金城鎮西門里,楊雨川
無,村里長,金門縣金城鎮南門里,楊耀芸
無,村里長,金門縣金城鎮南門里,鄭易岳
無,村里長,金門縣金城鎮北門里,許績才
無,村里長,金門縣金城鎮金水里,黃靜柯
無,村里長,金門縣金城鎮金水里,黃延良
無,村里長,金門縣金城鎮金水里,洪俊裕
無,村里長,金門縣金城鎮珠沙里,戴德強
無,村里長,金門縣金城鎮珠沙里,歐陽彥興
無,村里長,金門縣金城鎮珠沙里,薛祖堯
無,村里長,金門縣金城鎮珠沙里,歐陽金中
無,村里長,金門縣金城鎮賢庵里,顏士強
無,村里長,金門縣金城鎮賢庵里,陳永棋
無,村里長,金門縣金沙鎮三山里,李賢慨
無,村里長,金門縣金沙鎮三山里,陳賜發
無,村里長,金門縣金沙鎮大洋里,吳忠烈
無,村里長,金門縣金沙鎮大洋里,吳有泰
無,村里長,金門縣金沙鎮大洋里,陳維新
無,村里長,金門縣金沙鎮光前里,黃文成
無,村里長,金門縣金沙鎮光前里,翁麗治
無,村里長,金門縣金沙鎮何斗里,陳文慶
無,村里長,金門縣金沙鎮何斗里,陳經養
無,村里長,金門縣金沙鎮何斗里,陳福氣
無,村里長,金門縣金沙鎮何斗里,陳金德
無,村里長,金門縣金沙鎮西園里,黃志明
無,村里長,金門縣金沙鎮官嶼里,楊恭勤
無,村里長,金門縣金沙鎮浦山里,周家才
無,村里長,金門縣金湖鎮新市里,吳志成
無,村里長,金門縣金湖鎮山外里,關志武
無,村里長,金門縣金湖鎮正義里,陳偃武
無,村里長,金門縣金湖鎮料羅里,謝慶閣
無,村里長,金門縣金湖鎮瓊林里,蔡聰謀
無,村里長,金門縣金湖鎮瓊林里,蔡顯明
無,村里長,金門縣金湖鎮新湖里,陳贊書
無,村里長,金門縣金湖鎮新湖里,陳錦章
無,村里長,金門縣金湖鎮新湖里,陳宗住
無,村里長,金門縣金湖鎮新湖里,陳宗連
無,村里長,金門縣金湖鎮新湖里,楊玉樹
無,村里長,金門縣金湖鎮溪湖里,呂光河
無,村里長,金門縣金湖鎮溪湖里,黃建忠
無,村里長,金門縣金湖鎮蓮庵里,呂永林
無,村里長,金門縣金湖鎮蓮庵里,呂世榮
無,村里長,金門縣金湖鎮蓮庵里,鄭榮璋
無,村里長,金門縣金寧鄉古寧村,李開陣
無,村里長,金門縣金寧鄉古寧村,李成育
無,村里長,金門縣金寧鄉古寧村,李錫東
無,村里長,金門縣金寧鄉安美村,許三進
無,村里長,金門縣金寧鄉后盤村,許明吉
無,村里長,金門縣金寧鄉湖埔村,楊振嵩
無,村里長,金門縣金寧鄉湖埔村,楊秀清
無,村里長,金門縣金寧鄉榜林村,許維琛
無,村里長,金門縣金寧鄉榜林村,楊龍傳
無,村里長,金門縣金寧鄉榜林村,周懋盛
無,村里長,金門縣金寧鄉盤山村,翁水河
無,村里長,金門縣金寧鄉盤山村,翁明海
無,村里長,金門縣烈嶼鄉上岐村,洪天南
無,村里長,金門縣烈嶼鄉上林村,洪南遜
無,村里長,金門縣烈嶼鄉林湖村,林龍照
無,村里長,金門縣烈嶼鄉林湖村,林振津
無,村里長,金門縣烏坵鄉大坵村,林文彩
無,村里長,連江縣南竿鄉仁愛村,朱光煌
無,村里長,連江縣南竿鄉津沙村,李木菁
無,村里長,連江縣南竿鄉津沙村,劉用順
無,村里長,連江縣南竿鄉珠螺村,吳健明
無,村里長,連江縣北竿鄉塘岐村,陳國泰
無,村里長,連江縣北竿鄉橋仔村,邱德貴
無,村里長,連江縣莒光鄉青帆村,陳竑任
無,村里長,連江縣莒光鄉田沃村,宋幸儒
無,村里長,連江縣莒光鄉西坵村,陳家信
無,村里長,連江縣莒光鄉福正村,鄭玉貴
無,村里長,基隆市中正區德義里,張建源
無,村里長,基隆市中正區德義里,江秉霖
無,村里長,基隆市中正區信義里,江添丁
無,村里長,基隆市中正區義重里,張賜川
無,村里長,基隆市中正區港通里,簡進發
無,村里長,基隆市中正區入船里,沈春重
無,村里長,基隆市中正區中砂里,吳伯桓
無,村里長,基隆市中正區中砂里,廖文雄
無,村里長,基隆市中正區正砂里,俞明發
無,村里長,基隆市中正區真砂里,賴文中
無,村里長,基隆市中正區真砂里,洪凱廸
無,村里長,基隆市中正區建國里,王雅蘭
無,村里長,基隆市中正區建國里,陳堃信
無,村里長,基隆市中正區中濱里,黃凱義
無,村里長,基隆市中正區中濱里,謝東榮
無,村里長,基隆市中正區中濱里,郭婕嫻
無,村里長,基隆市中正區海濱里,莊哲豪
無,村里長,基隆市中正區海濱里,
無,村里長,基隆市中正區社寮里,范詠翔
無,村里長,基隆市中正區社寮里,蔡念彣
無,村里長,基隆市中正區和憲里,蘇來成
無,村里長,基隆市中正區八斗里,范玉蘭
無,村里長,基隆市中正區八斗里,杜劍秋
無,村里長,基隆市中正區長潭里,張連財
無,村里長,基隆市中正區長潭里,鍾麗美
無,村里長,基隆市中正區長潭里,林新永
無,村里長,基隆市中正區砂子里,張雯媛
無,村里長,基隆市中正區砂子里,曾秀菁
無,村里長,基隆市中正區砂子里,張文陽
無,村里長,基隆市中正區中正里,梁火龍
無,村里長,基隆市中正區新豐里,丁麗娜
無,村里長,基隆市中正區新富里,蕭猷盛
無,村里長,基隆市中正區新富里,李鴻寶
無,村里長,基隆市中正區新富里,鄭明長
無,村里長,基隆市七堵區長興里,姚琴富
無,村里長,基隆市七堵區長興里,柯雨璇
無,村里長,基隆市七堵區正光里,邱繼彥
無,村里長,基隆市七堵區永平里,黃朝家
無,村里長,基隆市七堵區永平里,林秀梅
無,村里長,基隆市七堵區永平里,馮孝龍
無,村里長,基隆市七堵區永安里,曾國海
無,村里長,基隆市七堵區永安里,陳君治
無,村里長,基隆市七堵區八德里,余文財
無,村里長,基隆市七堵區自強里,李健宗
無,村里長,基隆市七堵區自強里,張仁化
無,村里長,基隆市七堵區六堵里,廖國勳
無,村里長,基隆市七堵區六堵里,王金雄
無,村里長,基隆市七堵區泰安里,胡昭欽
無,村里長,基隆市七堵區泰安里,詹仁豪
無,村里長,基隆市七堵區堵北里,林俊德
無,村里長,基隆市七堵區堵南里,余佩儒
無,村里長,基隆市七堵區瑪南里,黃珮珊
無,村里長,基隆市七堵區瑪南里,蘇陳素花
無,村里長,基隆市七堵區瑪南里,郭博鑫
無,村里長,基隆市七堵區瑪南里,陳予旋
無,村里長,基隆市七堵區瑪東里,李文良
無,村里長,基隆市七堵區瑪東里,尤羿茹
無,村里長,基隆市七堵區瑪西里,蔡銀松
無,村里長,基隆市七堵區瑪西里,陳美雲
無,村里長,基隆市七堵區瑪西里,江陳素蘭
無,村里長,基隆市七堵區友一里,蕭雪
無,村里長,基隆市七堵區友一里,陳春炎
無,村里長,基隆市七堵區友二里,蘇秋福
無,村里長,基隆市七堵區友二里,周清松
無,村里長,基隆市七堵區正明里,高崑繽
無,村里長,基隆市七堵區正明里,謝連堂
無,村里長,基隆市七堵區百福里,何孟翰
無,村里長,基隆市七堵區實踐里,黃順財
無,村里長,基隆市七堵區實踐里,吳麗如
無,村里長,基隆市七堵區長安里,王傳隆
無,村里長,基隆市七堵區長安里,張聰龍
無,村里長,基隆市七堵區長安里,陳栓基
無,村里長,基隆市暖暖區八西里,蘇欽榮
無,村里長,基隆市暖暖區八西里,林明傳
無,村里長,基隆市暖暖區八堵里,蔡毓濱
無,村里長,基隆市暖暖區八堵里,蘇財源
無,村里長,基隆市暖暖區八南里,陳碧琴
無,村里長,基隆市暖暖區過港里,陳清池
無,村里長,基隆市暖暖區碇內里,林錦隆
無,村里長,基隆市暖暖區碇和里,林香
無,村里長,基隆市暖暖區暖同里,林明坤
無,村里長,基隆市暖暖區暖同里,李傳河
無,村里長,基隆市暖暖區暖暖里,陳建興
無,村里長,基隆市暖暖區暖東里,林嘉萬
無,村里長,基隆市暖暖區暖東里,林淑娟
無,村里長,基隆市暖暖區暖西里,周明信
無,村里長,基隆市暖暖區八中里,林浩隆
無,村里長,基隆市暖暖區八中里,俞偉明
無,村里長,基隆市暖暖區碇安里,林金城
無,村里長,基隆市暖暖區碇安里,余香慧
無,村里長,基隆市暖暖區碇祥里,馮瑞枝
無,村里長,基隆市暖暖區碇祥里,林義忠
無,村里長,基隆市暖暖區碇祥里,江聰俊
無,村里長,基隆市仁愛區林泉里,駱俊雄
無,村里長,基隆市仁愛區花崗里,柳榮昌
無,村里長,基隆市仁愛區虹橋里,李碧霞
無,村里長,基隆市仁愛區水錦里,吳哲明
無,村里長,基隆市仁愛區水錦里,林國星
無,村里長,基隆市仁愛區智仁里,彭秀英
無,村里長,基隆市仁愛區智仁里,郭智勇
無,村里長,基隆市仁愛區和明里,王清河
無,村里長,基隆市仁愛區和明里,陳建平
無,村里長,基隆市仁愛區忠勇里,林羅清梅
無,村里長,基隆市仁愛區玉田里,林致遠
無,村里長,基隆市仁愛區仁德里,王朝成
無,村里長,基隆市仁愛區仁德里,熊素蘭
無,村里長,基隆市仁愛區博愛里,李自富
無,村里長,基隆市仁愛區博愛里,邱三元
無,村里長,基隆市仁愛區福仁里,林木火
無,村里長,基隆市仁愛區福仁里,吳文龍
無,村里長,基隆市仁愛區誠仁里,洪棟全
無,村里長,基隆市仁愛區誠仁里,陳傳麟
無,村里長,基隆市仁愛區育仁里,徐文燦
無,村里長,基隆市仁愛區育仁里,藍正信
無,村里長,基隆市仁愛區英仁里,郭玉寶
無,村里長,基隆市仁愛區英仁里,楊凱婷
無,村里長,基隆市仁愛區龍門里,李炳勳
無,村里長,基隆市仁愛區龍門里,林宗益
無,村里長,基隆市仁愛區曲水里,徐鄭麗鳳
無,村里長,基隆市仁愛區崇文里,詹文卿
無,村里長,基隆市仁愛區崇文里,陳明楷
無,村里長,基隆市仁愛區崇文里,何永吉
無,村里長,基隆市仁愛區崇文里,賴飛宏
無,村里長,基隆市仁愛區文安里,黃春財
無,村里長,基隆市仁愛區文安里,李隆進
無,村里長,基隆市仁愛區兆連里,李龍慶
無,村里長,基隆市仁愛區兆連里,于鴻成
無,村里長,基隆市仁愛區獅球里,林錦榮
無,村里長,基隆市仁愛區書院里,陳進雄
無,村里長,基隆市仁愛區朝棟里,李光健
無,村里長,基隆市仁愛區明德里,許文杰
無,村里長,基隆市仁愛區同風里,楊春生
無,村里長,基隆市仁愛區同風里,戴學禮
無,村里長,基隆市仁愛區同風里,楊志宏
無,村里長,基隆市仁愛區同風里,朱錦祥
無,村里長,基隆市仁愛區文昌里,王明清
無,村里長,基隆市仁愛區新店里,陳祐益
無,村里長,基隆市仁愛區光華里,陳世豐
無,村里長,基隆市中山區新建里,高瑞堂
無,村里長,基隆市中山區安民里,羅聰德
無,村里長,基隆市中山區安民里,余明郎
無,村里長,基隆市中山區安平里,陳建宏
無,村里長,基隆市中山區安平里,楊榮豐
無,村里長,基隆市中山區中山里,張金發
無,村里長,基隆市中山區中山里,羅予廷
無,村里長,基隆市中山區民治里,施財濃
無,村里長,基隆市中山區民治里,曾瑞庭
無,村里長,基隆市中山區中興里,李進發
無,村里長,基隆市中山區仁正里,郭美秀
無,村里長,基隆市中山區健民里,劉健鑑
無,村里長,基隆市中山區健民里,郭正勇
無,村里長,基隆市中山區通化里,徐麗玲
無,村里長,基隆市中山區居仁里,鄭淑華
無,村里長,基隆市中山區通明里,蘇祐平
無,村里長,基隆市中山區通明里,林寶俤
無,村里長,基隆市中山區文化里,李麗真
無,村里長,基隆市中山區文化里,梁高淑真
無,村里長,基隆市中山區仙洞里,何銘松
無,村里長,基隆市中山區太白里,鄭吉雄
無,村里長,基隆市中山區太白里,高秋雄
無,村里長,基隆市中山區西榮里,郭朝鐘
無,村里長,基隆市中山區西榮里,許美玉
無,村里長,基隆市中山區西華里,陳麗環
無,村里長,基隆市中山區西華里,陳柏豪
無,村里長,基隆市中山區西定里,謝萬利
無,村里長,基隆市中山區西定里,陳文宗
無,村里長,基隆市中山區西定里,陳福枝
無,村里長,基隆市中山區西康里,張繼志
無,村里長,基隆市中山區德和里,洪圓明
無,村里長,基隆市中山區德和里,曾聖為
無,村里長,基隆市中山區中和里,蘇彩雪
無,村里長,基隆市中山區中和里,陳恭訊
無,村里長,基隆市中山區德安里,謝銘傳
無,村里長,基隆市中山區和平里,張和妹
無,村里長,基隆市中山區和慶里,簡阿文
無,村里長,基隆市中山區和慶里,陳嘉和
無,村里長,基隆市中山區和慶里,童鼎智
無,村里長,基隆市中山區和慶里,韓婉麗
無,村里長,基隆市中山區和慶里,李詹淇
無,村里長,基隆市安樂區西川里,王忠誠
無,村里長,基隆市安樂區定國里,石北海
無,村里長,基隆市安樂區新西里,陳漢昭
無,村里長,基隆市安樂區新西里,闕偉倫
無,村里長,基隆市安樂區新西里,黃世榮
無,村里長,基隆市安樂區定邦里,李振銘
無,村里長,基隆市安樂區定邦里,林惠蓮
無,村里長,基隆市安樂區干城里,林香美
無,村里長,基隆市安樂區永康里,陳銘坤
無,村里長,基隆市安樂區永康里,余素雲
無,村里長,基隆市安樂區嘉仁里,陳新松
無,村里長,基隆市安樂區嘉仁里,王貴美
無,村里長,基隆市安樂區安和里,徐振杉
無,村里長,基隆市安樂區安和里,童意鵬
無,村里長,基隆市安樂區樂一里,郭時福
無,村里長,基隆市安樂區外寮里,吳芊汝
無,村里長,基隆市安樂區外寮里,顏厚廣
無,村里長,基隆市安樂區中崙里,李源林
無,村里長,基隆市安樂區內寮里,嚴福神
無,村里長,基隆市安樂區內寮里,何立民
無,村里長,基隆市安樂區內寮里,陳玉慧
無,村里長,基隆市安樂區新崙里,潘梅雪
無,村里長,基隆市安樂區新崙里,林金龍
無,村里長,基隆市安樂區三民里,簡義雄
無,村里長,基隆市安樂區三民里,許超勝
無,村里長,基隆市安樂區六合里,曾定盛
無,村里長,基隆市安樂區六合里,潘德發
無,村里長,基隆市安樂區七賢里,張銘傑
無,村里長,基隆市安樂區鶯歌里,何進守
無,村里長,基隆市安樂區鶯歌里,陳東鵬
無,村里長,基隆市安樂區武崙里,林武雄
無,村里長,基隆市安樂區武崙里,李文財
無,村里長,基隆市安樂區長樂里,張德發
無,村里長,基隆市安樂區興寮里,黃書筠
無,村里長,基隆市安樂區鶯安里,劉大維
無,村里長,基隆市安樂區鶯安里,曾奕智
無,村里長,基隆市安樂區鶯安里,陳孝爕
無,村里長,基隆市安樂區鶯安里,謝偉仁
無,村里長,基隆市安樂區壯觀里,楊添發
無,村里長,基隆市安樂區壯觀里,蔡秋霖
無,村里長,基隆市信義區仁壽里,吳姿蓉
無,村里長,基隆市信義區義昭里,童冠睿
無,村里長,基隆市信義區義昭里,龔信謀
無,村里長,基隆市信義區義幸里,李王環
無,村里長,基隆市信義區義幸里,陳素瓊
無,村里長,基隆市信義區義民里,連轉旺
無,村里長,基隆市信義區智慧里,蔡美玉
無,村里長,基隆市信義區智誠里,何希華
無,村里長,基隆市信義區智誠里,張文金
無,村里長,基隆市信義區智誠里,吳龍慶
無,村里長,基隆市信義區信綠里,吳銘達
無,村里長,基隆市信義區東光里,陳裕燦
無,村里長,基隆市信義區東光里,余瑛鋗
無,村里長,基隆市信義區東明里,賴賢義
無,村里長,基隆市信義區東明里,翁誠鍾
無,村里長,基隆市信義區東安里,丁巨溥
無,村里長,基隆市信義區孝岡里,吳石金
無,村里長,基隆市信義區東信里,賴姵綺
無,村里長,基隆市信義區東信里,薛朝富
無,村里長,基隆市信義區孝深里,劉明添
無,村里長,基隆市信義區孝深里,何國鍊
無,村里長,基隆市信義區孝賢里,陳光耀
無,村里長,基隆市信義區孝賢里,陳文昌
無,村里長,基隆市信義區孝德里,朱志偉
無,村里長,基隆市信義區孝德里,蔡國俊
無,村里長,基隆市信義區孝忠里,陳軍佐
無,村里長,新竹市東區南門里,沈雄輝
無,村里長,新竹市東區福德里,宋金海
無,村里長,新竹市東區福德里,陳嘉福
無,村里長,新竹市東區南市里,石添益
無,村里長,新竹市東區南市里,鄧麗娟
無,村里長,新竹市東區關帝里,陳冠帆
無,村里長,新竹市東區關帝里,鄭碧瑕
無,村里長,新竹市東區關帝里,李文桂
無,村里長,新竹市東區東門里,廖建福
無,村里長,新竹市東區東門里,蘇竹勝
無,村里長,新竹市東區榮光里,張雲錦
無,村里長,新竹市東區成功里,林俊縢
無,村里長,新竹市東區下竹里,莊子緩
無,村里長,新竹市東區下竹里,鄭勁譹
無,村里長,新竹市東區竹蓮里,鄭煥堃
無,村里長,新竹市東區寺前里,鄭錦章
無,村里長,新竹市東區育賢里,周本裕
無,村里長,新竹市東區育賢里,張清豐
無,村里長,新竹市東區育賢里,朱鴻銘
無,村里長,新竹市東區育賢里,黃逸群
無,村里長,新竹市東區中正里,吳月伶
無,村里長,新竹市東區中正里,楊貴方
無,村里長,新竹市東區中正里,孫宗塏
無,村里長,新竹市東區公園里,林志雅
無,村里長,新竹市東區頂竹里,黃木土
無,村里長,新竹市東區南大里,姜義水
無,村里長,新竹市東區振興里,呂賢輝
無,村里長,新竹市東區親仁里,潘振玉
無,村里長,新竹市東區文華里,張金滄
無,村里長,新竹市東區文華里,曾錦福
無,村里長,新竹市東區文華里,蕭銘揚
無,村里長,新竹市東區復中里,吳清森
無,村里長,新竹市東區復中里,余素鑾
無,村里長,新竹市東區三民里,黃元
無,村里長,新竹市東區三民里,范姜財
無,村里長,新竹市東區三民里,黃承澤
無,村里長,新竹市東區東園里,張麗芬
無,村里長,新竹市東區東勢里,林錦全
無,村里長,新竹市東區光復里,吳建銘
無,村里長,新竹市東區綠水里,黃千芳
無,村里長,新竹市東區綠水里,莊慧真
無,村里長,新竹市東區東山里,劉國棟
無,村里長,新竹市東區新興里,張進明
無,村里長,新竹市東區新興里,朱建成
無,村里長,新竹市東區柴橋里,李文福
無,村里長,新竹市東區柴橋里,黃桂蘭
無,村里長,新竹市東區高峰里,郭朋鑫
無,村里長,新竹市東區高峰里,張玉英
無,村里長,新竹市東區仙宮里,張水源
無,村里長,新竹市東區仙宮里,謝瑞崑
無,村里長,新竹市東區仙宮里,陳蓮月
無,村里長,新竹市東區軍功里,李尚騏
無,村里長,新竹市東區前溪里,温文泰
無,村里長,新竹市東區前溪里,吳榮聲
無,村里長,新竹市東區水源里,蘇武雄
無,村里長,新竹市東區水源里,黃金海
無,村里長,新竹市東區水源里,周漢章
無,村里長,新竹市東區千甲里,曾資強
無,村里長,新竹市東區龍山里,陳相容
無,村里長,新竹市東區新莊里,盧秋永
無,村里長,新竹市東區仙水里,葉錢福
無,村里長,新竹市東區金山里,謝振淇
無,村里長,新竹市東區金山里,鄭宜榛
無,村里長,新竹市東區金山里,吳慶杰
無,村里長,新竹市東區關東里,徐水蓮
無,村里長,新竹市東區科園里,潘嬰娣
無,村里長,新竹市東區科園里,徐兆生
無,村里長,新竹市東區科園里,徐梓修
無,村里長,新竹市東區建華里,林佳正
無,村里長,新竹市東區建華里,徐良芳
無,村里長,新竹市東區建華里,呂湧麒
無,村里長,新竹市東區新光里,何智昌
無,村里長,新竹市東區新光里,張進謀
無,村里長,新竹市東區復興里,張浩燃
無,村里長,新竹市東區復興里,謝明學
無,村里長,新竹市東區錦華里,黃玉卿
無,村里長,新竹市東區錦華里,蔣菁
無,村里長,新竹市東區錦華里,廖淑君
無,村里長,新竹市東區湖濱里,呂連村
無,村里長,新竹市東區湖濱里,葉柏良
無,村里長,新竹市東區明湖里,林汶蓉
無,村里長,新竹市東區明湖里,江為煇
無,村里長,新竹市東區關新里,黃雅卿
無,村里長,新竹市北區西門里,曾再霖
無,村里長,新竹市北區仁德里,王文昌
無,村里長,新竹市北區仁德里,曾文澂
無,村里長,新竹市北區仁德里,林秀珠
無,村里長,新竹市北區潛園里,莊榮文
無,村里長,新竹市北區中央里,謝秀蘭
無,村里長,新竹市北區中央里,彭垂東
無,村里長,新竹市北區崇禮里,鄭陳淑貞
無,村里長,新竹市北區石坊里,彭陳玉真
無,村里長,新竹市北區興南里,楊賜濱
無,村里長,新竹市北區北門里,吳鉉輝
無,村里長,新竹市北區中興里,黃丞廷
無,村里長,新竹市北區中興里,魏綸岒
無,村里長,新竹市北區中興里,
無,村里長,新竹市北區中興里,黃世藩
無,村里長,新竹市北區大同里,韋宗賢
無,村里長,新竹市北區大同里,陳易白
無,村里長,新竹市北區中山里,陳澤雯
無,村里長,新竹市北區中山里,郭瑞誠
無,村里長,新竹市北區長和里,楊金土
無,村里長,新竹市北區新民里,張金潔
無,村里長,新竹市北區民富里,沈朝旺
無,村里長,新竹市北區水田里,鄭秀鳳
無,村里長,新竹市北區水田里,許明霞
無,村里長,新竹市北區文雅里,朱毅
無,村里長,新竹市北區文雅里,劉興增
無,村里長,新竹市北區文雅里,張世傑
無,村里長,新竹市北區光田里,莊火炎
無,村里長,新竹市北區士林里,楊瑞堂
無,村里長,新竹市北區士林里,陳月梅
無,村里長,新竹市北區士林里,黃偉文
無,村里長,新竹市北區士林里,曾建發
無,村里長,新竹市北區福林里,鄭榮一
無,村里長,新竹市北區福林里,許芳熒
無,村里長,新竹市北區古賢里,王泰山
無,村里長,新竹市北區古賢里,邱自允
無,村里長,新竹市北區湳雅里,温桂鳳
無,村里長,新竹市北區湳雅里,杜榮輝
無,村里長,新竹市北區舊社里,戴錦燦
無,村里長,新竹市北區南寮里,張桐山
無,村里長,新竹市北區南寮里,彭木泉
無,村里長,新竹市北區南寮里,黃滿女
無,村里長,新竹市北區舊港里,呂榮鐘
無,村里長,新竹市北區康樂里,林再興
無,村里長,新竹市北區港北里,曾欽裕
無,村里長,新竹市北區中寮里,戴志鴻
無,村里長,新竹市北區中寮里,彭燦蓮
無,村里長,新竹市北區中寮里,徐瑞龍
無,村里長,新竹市北區海濱里,彭天麟
無,村里長,新竹市北區海濱里,彭永泰
無,村里長,新竹市北區客雅里,洪振榮
無,村里長,新竹市北區客雅里,吳啟川
無,村里長,新竹市北區育英里,郭銘澤
無,村里長,新竹市北區育英里,温承杰
無,村里長,新竹市北區曲溪里,廖成章
無,村里長,新竹市北區西雅里,駱純婕
無,村里長,新竹市北區南勢里,郭文銘
無,村里長,新竹市北區南勢里,郭進坤
無,村里長,新竹市北區大鵬里,王立業
無,村里長,新竹市北區大鵬里,江嘉麟
無,村里長,新竹市北區境福里,曾發
無,村里長,新竹市北區磐石里,林輝雄
無,村里長,新竹市北區新雅里,洪炳坤
無,村里長,新竹市北區新雅里,廖佐華
無,村里長,新竹市北區光華里,鍾文瑞
無,村里長,新竹市北區金華里,李文中
無,村里長,新竹市北區金竹里,蔡文盛
無,村里長,新竹市北區金竹里,黃玉仙
無,村里長,新竹市北區湳中里,江玉寶
無,村里長,新竹市北區金雅里,韓榮春
無,村里長,新竹市北區台溪里,謝金財
無,村里長,新竹市北區中雅里,宋玟澄
無,村里長,新竹市北區中雅里,金華新
無,村里長,新竹市北區中雅里,沈蓓麗
無,村里長,新竹市北區中雅里,羅裕祥
無,村里長,新竹市香山區港南里,蘇瑞林
無,村里長,新竹市香山區港南里,韋宗洲
無,村里長,新竹市香山區虎山里,彭炫榮
無,村里長,新竹市香山區虎山里,林耿輝
無,村里長,新竹市香山區虎林里,胡献忠
無,村里長,新竹市香山區虎林里,黃郁淳
無,村里長,新竹市香山區浸水里,楊松棋
無,村里長,新竹市香山區浸水里,楊錫淇
無,村里長,新竹市香山區樹下里,吳國亮
無,村里長,新竹市香山區埔前里,蔡煌斌
無,村里長,新竹市香山區中埔里,陳添財
無,村里長,新竹市香山區中埔里,蔡坤龍
無,村里長,新竹市香山區牛埔里,蔡黃棟
無,村里長,新竹市香山區牛埔里,陳炳焜
無,村里長,新竹市香山區牛埔里,曾楷耀
無,村里長,新竹市香山區頂埔里,沈復環
無,村里長,新竹市香山區東香里,湯燕明
無,村里長,新竹市香山區香村里,吳嵩銘
無,村里長,新竹市香山區香村里,吳春生
無,村里長,新竹市香山區香山里,黃文濱
無,村里長,新竹市香山區香山里,王平東
無,村里長,新竹市香山區香山里,吳瑞霖
無,村里長,新竹市香山區大庄里,洪添財
無,村里長,新竹市香山區大庄里,陳德川
無,村里長,新竹市香山區美山里,萬昭文
無,村里長,新竹市香山區美山里,陳居財
無,村里長,新竹市香山區美山里,莊淇松
無,村里長,新竹市香山區朝山里,陳銘昌
無,村里長,新竹市香山區朝山里,陳文勝
無,村里長,新竹市香山區朝山里,張文雄
無,村里長,新竹市香山區海山里,陳文賢
無,村里長,新竹市香山區茄苳里,吳聲相
無,村里長,新竹市香山區茄苳里,古秀芬
無,村里長,新竹市香山區大湖里,鄭筱檳
無,村里長,新竹市香山區大湖里,曾一德
無,村里長,新竹市香山區南隘里,邱坤源
無,村里長,新竹市香山區中隘里,邱焕彬
無,村里長,新竹市香山區內湖里,鄭潮木
無,村里長,新竹市香山區內湖里,王斌展
無,村里長,新竹市香山區鹽水里,陳文榮
無,村里長,新竹市香山區南港里,林武鍾
無,村里長,新竹市香山區南港里,林木吉
無,村里長,新竹市香山區頂福里,吳烈如
無,村里長,嘉義市東區荖藤里,許雪賢
無,村里長,嘉義市東區後湖里,洪献武
無,村里長,嘉義市東區仁義里,許美雅
無,村里長,嘉義市東區中庄里,黃純美
無,村里長,嘉義市東區中庄里,孫百慶
無,村里長,嘉義市東區頂庄里,秦鴻璽
無,村里長,嘉義市東區新店里,黃銘森
無,村里長,嘉義市東區新店里,鄭苡芹
無,村里長,嘉義市東區新店里,梁仁豪
無,村里長,嘉義市東區後庄里,陳奕錡
無,村里長,嘉義市東區王田里,馬久彥
無,村里長,嘉義市東區王田里,侯家琿
無,村里長,嘉義市東區東川里,葉寬鴻
無,村里長,嘉義市東區東川里,黃台立
無,村里長,嘉義市東區太平里,施欣成
無,村里長,嘉義市東區太平里,謝宗霖
無,村里長,嘉義市東區盧厝里,陳玩伶
無,村里長,嘉義市東區盧厝里,侯博升
無,村里長,嘉義市東區長竹里,江振章
無,村里長,嘉義市東區長竹里,林政翰
無,村里長,嘉義市東區新開里,邱繼賢
無,村里長,嘉義市東區宣信里,黃女珍
無,村里長,嘉義市東區宣信里,黃建順
無,村里長,嘉義市東區興南里,盧麗惠
無,村里長,嘉義市東區興南里,王昌梅
無,村里長,嘉義市東區豐年里,魏昭玲
無,村里長,嘉義市東區芳安里,蔣薪龍
無,村里長,嘉義市東區芳安里,陳文彬
無,村里長,嘉義市東區頂寮里,朱銘鏜
無,村里長,嘉義市東區安寮里,呂文雄
無,村里長,嘉義市東區興安里,郭茂忠
無,村里長,嘉義市東區興村里,洪豐盛
無,村里長,嘉義市東區興村里,藍俊偉
無,村里長,嘉義市東區興村里,梁炳文
無,村里長,嘉義市東區興村里,蔡大川
無,村里長,嘉義市東區興仁里,呂文章
無,村里長,嘉義市東區朝陽里,董林淑治
無,村里長,嘉義市東區朝陽里,吳盈憲
無,村里長,嘉義市東區華南里,蔡國樑
